id,name,test_horse_flag,level,clazz,affiliation,lank,ground,distance,father,mother,sex,strategy,big_flag,growth,growth_type,color,h_color,h_mask,s_roll,power,turbo,dexterous,corner,rack,character,nature,popularity,caution_horse,speed,stamina,race_entry_type
1103,ダンツダンサー,FALSE,2,0 ,1 ,6 ,1 ,1 ,カポウティ,ムーンライトミラクル,2 ,2 ,0 ,96 ,0 ,3 ,1881172913 ,-1 ,-1 ,38 ,60 ,16 ,3 ,44 ,87 ,79 ,49 ,FALSE,151 ,82 ,0 
1104,ダンツフレーム,FALSE,5,5 ,2 ,6 ,3 ,3 ,ブライアンズタイム,インターピレネー,1 ,3 ,0 ,111 ,0 ,3 ,1881172913 ,-1 ,-1 ,78 ,72 ,83 ,3 ,88 ,61 ,64 ,55 ,FALSE,162 ,114 ,0 
1105,ダンツミラクル,FALSE,1,0 ,1 ,6 ,1 ,3 ,ファバージ,サードニクス,2 ,2 ,0 ,32 ,0 ,5 ,1881172913 ,-1 ,-1 ,33 ,78 ,39 ,2 ,20 ,63 ,80 ,43 ,FALSE,127 ,114 ,0 
1106,ダンディーノ,FALSE,3,3 ,10 ,5 ,1 ,4 ,ダンジリ,Generous Diana,1 ,4 ,0 ,45 ,0 ,0 ,1879048226 ,-1 ,-1 ,31 ,32 ,42 ,3 ,39 ,31 ,57 ,45 ,FALSE,144 ,153 ,0 
1107,ダンディコマンド,FALSE,3,5 ,2 ,6 ,3 ,1 ,ニホンピロウイナー,ダイワスワップス,1 ,2 ,0 ,59 ,0 ,3 ,1883345937 ,-1 ,-1 ,51 ,93 ,48 ,1 ,94 ,59 ,45 ,73 ,FALSE,155 ,75 ,0 
1108,チアズアトム,FALSE,3,0 ,1 ,7 ,2 ,2 ,トウショウボーイ,エルメススキー,1 ,2 ,0 ,73 ,0 ,3 ,1885354341 ,-1 ,-1 ,76 ,85 ,46 ,1 ,56 ,41 ,86 ,84 ,FALSE,130 ,118 ,0 
1109,チアズグレイス,FALSE,2,0 ,1 ,8 ,1 ,2 ,サンデーサイレンス,チアズフラワー,2 ,1 ,0 ,68 ,0 ,3 ,1885354341 ,-1 ,-1 ,41 ,58 ,38 ,2 ,43 ,70 ,40 ,39 ,FALSE,168 ,75 ,0 
1110,チアズシュタルク,FALSE,2,0 ,1 ,6 ,1 ,2 ,サンデーサイレンス,チアズフラワー,1 ,3 ,0 ,45 ,0 ,3 ,1885354341 ,-1 ,-1 ,21 ,81 ,42 ,1 ,42 ,42 ,60 ,53 ,FALSE,139 ,101 ,0 
1111,チアズブライトリー,FALSE,2,0 ,1 ,6 ,1 ,2 ,サンデーサイレンス,チアズダンサー,1 ,3 ,0 ,110 ,0 ,0 ,1885354341 ,-1 ,-1 ,28 ,76 ,41 ,3 ,31 ,33 ,67 ,54 ,FALSE,142 ,100 ,0 
1112,チアズメッセージ,FALSE,1,0 ,1 ,6 ,1 ,2 ,サンデーサイレンス,チアズダンサー,2 ,2 ,0 ,109 ,0 ,5 ,1885354341 ,-1 ,-1 ,31 ,75 ,42 ,1 ,64 ,70 ,79 ,40 ,FALSE,132 ,102 ,0 
1113,チアフルスマイル,FALSE,1,0 ,1 ,6 ,1 ,1 ,サンデーサイレンス,ゴールデンカラーズ,2 ,4 ,0 ,96 ,0 ,4 ,1883309237 ,-1 ,-1 ,34 ,86 ,44 ,1 ,46 ,72 ,73 ,67 ,FALSE,156 ,71 ,0 
1114,チーフベアハート,FALSE,8,3 ,20 ,8 ,1 ,4 ,チーフズクラウン,Amelia Bearhart,1 ,3 ,0 ,58 ,0 ,5 ,1879048244 ,4 ,0 ,81 ,39 ,74 ,3 ,78 ,63 ,77 ,86 ,FALSE,153 ,188 ,0 
1115,チェスターハウス,FALSE,8,3 ,20,8 ,1 ,3 ,ミスタープロスペクター,Toussaud,1 ,2 ,0 ,76 ,0 ,4 ,1879074561 ,-1 ,-1 ,32 ,51 ,65 ,3 ,83 ,68 ,76 ,64 ,FALSE,170 ,138 ,20
1116,チェックメイト,FALSE,2,0 ,1 ,6 ,1 ,2 ,シャーディー,コウマンサウンド,1 ,3 ,0 ,117 ,0 ,3 ,1879131969 ,-1 ,-1 ,24 ,75 ,38 ,3 ,62 ,33 ,25 ,58 ,FALSE,139 ,98 ,0 
1117,チェリーコウマン,FALSE,1,0 ,1 ,6 ,2 ,3 ,スプレンディドモーメント,チェリーガール,2 ,2 ,0 ,94 ,0 ,3 ,1879181602 ,-1 ,-1 ,69 ,40 ,52 ,2 ,55 ,53 ,75 ,54 ,FALSE,108 ,154 ,0 
1118,チェリオルーフォ,FALSE,4,3 ,10 ,8 ,1 ,4 ,ウォーパス,Counter Coup,1 ,4 ,0 ,65 ,0 ,2 ,6 ,-1 ,-1 ,64 ,23 ,54 ,3 ,67 ,63 ,59 ,58 ,FALSE,145 ,148 ,0 
1119,チェレブリタ,FALSE,1,0 ,1 ,6 ,1 ,2 ,ブラックホーク,アカプルコ,2 ,2 ,0 ,82 ,0 ,3 ,1884293381 ,-1 ,-1 ,25 ,75 ,31 ,1 ,64 ,52 ,96 ,64 ,FALSE,137 ,103 ,0 
1120,チェロキーラン,FALSE,5,3 ,20 ,8 ,2 ,1 ,ラナウェイグルーム,Cherokee Dame,1 ,1 ,0 ,64 ,0 ,4 ,1879113762 ,-1 ,-1 ,80 ,79 ,65 ,3 ,31 ,29 ,88 ,72 ,FALSE,171 ,93 ,20 
1121,チャクラ,FALSE,1,0 ,1 ,7 ,1 ,5 ,マヤノトップガン,カーロッサ,1 ,2 ,0 ,115 ,0 ,5 ,1880234547 ,-1 ,-1 ,41 ,47 ,58 ,3 ,32 ,90 ,90 ,61 ,FALSE,100 ,169 ,0 
1122,チューニー,FALSE,1,0 ,1 ,6 ,1 ,2 ,サンデーサイレンス,フロムビヨンド,2 ,4 ,0 ,66 ,0 ,3 ,1884294485 ,-1 ,-1 ,30 ,80 ,48 ,2 ,17 ,65 ,60 ,52 ,FALSE,138 ,106 ,0 
1123,チョウカイキャロル,FALSE,3,0 ,1 ,8 ,1 ,3 ,ブライアンズタイム,ウィットウォータースランド,2 ,3 ,0 ,69 ,0 ,5 ,1884314640 ,-1 ,-1 ,49 ,70 ,63 ,3 ,62 ,40 ,40 ,48 ,FALSE,139 ,132 ,0 
1124,チョウサン,FALSE,2,0 ,1 ,7 ,1 ,2 ,ダンスインザダーク,ステイヤング,1 ,3 ,0 ,95 ,0 ,3 ,1883504644 ,-1 ,-1 ,39 ,53 ,49 ,3 ,69 ,31 ,77 ,74 ,FALSE,140 ,108 ,0 
1125,ツインターボ,FALSE,4,5 ,2 ,6 ,1 ,3 ,ライラリッジ,レーシングジイーン,1 ,1 ,1 ,116 ,0 ,3 ,1880240130 ,-1 ,-1 ,74 ,97 ,89 ,3 ,54 ,64 ,71 ,61 ,FALSE,143 ,139 ,0 
1126,ツクバシンフォニー,FALSE,1,2 ,1 ,6 ,1 ,2 ,デインヒル,Lyndonville,1 ,3 ,0 ,113 ,0 ,4 ,1879080294 ,-1 ,-1 ,31 ,79 ,28 ,0 ,55 ,34 ,92 ,37 ,FALSE,136 ,99 ,0 
1127,ツジユートピアン,FALSE,1,5 ,2 ,6 ,3 ,2 ,ノーリュート,ソールズベリー,1 ,3 ,0 ,66 ,0 ,3 ,1885431637 ,-1 ,-1 ,51 ,84 ,29 ,3 ,38 ,71 ,4 ,68 ,FALSE,140 ,98 ,0 
1128,ツルマイアスワン,FALSE,2,0 ,1 ,6 ,1 ,2 ,アスワン,ビザンレディー,1 ,3 ,0 ,34 ,0 ,3 ,1888653824 ,-1 ,-1 ,21 ,89 ,50 ,1 ,65 ,53 ,81 ,48 ,FALSE,138 ,102 ,0 
1129,ツルマルガール,FALSE,1,0 ,1 ,6 ,1 ,3 ,サッカーボーイ,エプソムガール,2 ,3 ,0 ,67 ,0 ,5 ,1879061861 ,-1 ,-1 ,39 ,66 ,64 ,1 ,94 ,52 ,67 ,68 ,FALSE,121 ,138 ,0 
1130,ツルマルガイセン,FALSE,2,5 ,2 ,6 ,3 ,2 ,ヤマニンスキー,エプソムガール,1 ,2 ,0 ,117 ,0 ,4 ,1879061093 ,-1 ,-1 ,63 ,65 ,47 ,1 ,37 ,33 ,78 ,65 ,FALSE,138 ,101 ,0 
1131,ツルマルツヨシ,FALSE,2,0 ,1 ,7 ,1 ,3 ,シンボリルドルフ,スイートシエロ,1 ,2 ,0 ,66 ,0 ,4 ,1879061861 ,-1 ,-1 ,37 ,68 ,61 ,3 ,84 ,45 ,71 ,80 ,FALSE,128 ,127 ,0 
1132,ツルマルボーイ,FALSE,8,0 ,1 ,8 ,1 ,2 ,ダンスインザダーク,ツルマルガール,1 ,3 ,0 ,117 ,0 ,3 ,1879061861 ,-1 ,-1 ,46 ,84 ,82 ,3 ,88 ,35 ,65 ,72 ,FALSE,178 ,80 ,0 
1133,デアリングハート,FALSE,2,0 ,1 ,7 ,1 ,2 ,サンデーサイレンス,デアリングダンジグ,2 ,3 ,0 ,116 ,0 ,5 ,1881257011 ,-1 ,-1 ,31 ,77 ,39 ,2 ,37 ,73 ,56 ,72 ,FALSE,133 ,113 ,0 
1134,ディアジーナ,FALSE,1,0 ,1 ,7 ,1 ,3 ,メジロマックイーン,アイネスターキン,2 ,3 ,0 ,62 ,0 ,2 ,1879056725 ,-1 ,-1 ,35 ,69 ,43 ,2 ,90 ,58 ,99 ,72 ,FALSE,115 ,133 ,0 
1135,ディアチャンス,FALSE,1,0 ,1 ,6 ,1 ,3 ,タイキシャトル,マルカムーンライト,2 ,4 ,0 ,101 ,0 ,3 ,1879075328 ,-1 ,-1 ,26 ,72 ,54 ,1 ,57 ,70 ,5 ,46 ,FALSE,125 ,122 ,0 
1136,ディアデラノビア,FALSE,1,0 ,1 ,7 ,1 ,3 ,サンデーサイレンス,ポトリザリス,2 ,2 ,0 ,99 ,0 ,5 ,1883308545 ,-1 ,-1 ,41 ,74 ,50 ,3 ,56 ,73 ,78 ,68 ,FALSE,129 ,125 ,0 
1137,ディアドクター,FALSE,4,3 ,10,8 ,1 ,3 ,クリスタルグリッターズ,Adele Toumignon,1 ,2 ,0 ,73 ,0 ,3 ,4 ,-1 ,-1 ,34 ,54 ,56 ,3 ,72 ,54 ,78 ,65 ,FALSE,146 ,142 ,10
1138,ディアドクター,FALSE,5,3 ,10 ,8 ,1 ,4 ,クリスタルグリッターズ,Adele Toumignon,1 ,3 ,0 ,67 ,0 ,3 ,0 ,-1 ,-1 ,43 ,54 ,67 ,3 ,72 ,55 ,74 ,65 ,FALSE,148 ,144 ,0 
1139,ディープインパクト,FALSE,10,0 ,1 ,8 ,1 ,4 ,サンデーサイレンス,ウインドインハーヘア,1 ,4 ,1 ,55 ,2 ,3 ,1890598187 ,-1 ,-1 ,28 ,100 ,89 ,3 ,100 ,55 ,100 ,99 ,TRUE,212 ,118 ,0 
1140,ディープサマー,FALSE,3,5 ,2 ,6 ,3 ,1 ,タイキシャトル,チカリー,1 ,2 ,0 ,108 ,0 ,2 ,1881278722 ,-1 ,-1 ,65 ,63 ,10 ,2 ,9 ,16 ,85 ,56 ,FALSE,153 ,80 ,0 
1141,ディープスカイ,FALSE,5,0 ,1 ,8 ,1 ,4 ,アグネスタキオン,アビ,1 ,2 ,0 ,56 ,0 ,5 ,1881278722 ,-1 ,-1 ,49 ,76 ,83 ,3 ,64 ,71 ,80 ,37 ,FALSE,154 ,112 ,0 
1142,ディープブリランテ,FALSE,2,0 ,1 ,8 ,1 ,4 ,ディープインパクト,ラヴアンドバブルズ,1 ,3 ,0 ,23 ,0 ,3 ,1882474683 ,-1 ,-1 ,47 ,59 ,59 ,2 ,93 ,43 ,65 ,46 ,FALSE,130 ,139 ,0 
1143,テイエムアンコール,FALSE,1,0 ,1 ,7 ,1 ,3 ,オペラハウス,スナークサクセス,1 ,1 ,0 ,116 ,0 ,2 ,1882460518 ,-1 ,-1 ,44 ,74 ,52 ,1 ,62 ,25 ,59 ,67 ,FALSE,123 ,127 ,0 
1144,テイエムイナズマ,FALSE,2,0 ,1 ,7 ,1 ,2 ,ブラックタイド,クラスター,1 ,3 ,0 ,91 ,0 ,4 ,1882460518 ,-1 ,-1 ,34 ,80 ,43 ,3 ,55 ,34 ,68 ,73 ,FALSE,134 ,107 ,0 
1145,テイエムオオアラシ,FALSE,1,0 ,1 ,6 ,1 ,2 ,セクレファスター,フジアザミ,1 ,2 ,0 ,110 ,0 ,4 ,1882460518 ,-1 ,-1 ,39 ,56 ,35 ,3 ,66 ,26 ,69 ,58 ,FALSE,140 ,97 ,0 
1146,テイエムオーシャン,FALSE,8,0 ,1 ,8 ,1 ,2 ,ダンシングブレーヴ,リヴァーガール,2 ,3 ,0 ,78 ,0 ,3 ,1882460518 ,-1 ,-1 ,47 ,81 ,55 ,3 ,93 ,46 ,77 ,48 ,FALSE,168 ,84 ,0 
1147,テイエムオーロラ,FALSE,2,0 ,1 ,7 ,1 ,2 ,マンハッタンカフェ,ペリーヌ,2 ,3 ,0 ,97 ,0 ,0 ,1882460518 ,-1 ,-1 ,44 ,86 ,42 ,3 ,61 ,72 ,78 ,59 ,FALSE,135 ,106 ,0 
1148,テイエムオペラオー,FALSE,10,0 ,1 ,8 ,1 ,5 ,オペラハウス,ワンスウエド,1 ,3 ,0 ,80 ,2 ,5 ,1882460518 ,-1 ,-1 ,96 ,73 ,100 ,3 ,99 ,52 ,99 ,90 ,TRUE,163 ,196 ,0 
1149,テイエムサウスポー,FALSE,3,0 ,1 ,7 ,1 ,1 ,フォーティナイナー,テイエムメデル,1 ,3 ,0 ,79 ,0 ,5 ,1882460518 ,-1 ,-1 ,36 ,82 ,31 ,3 ,52 ,29 ,95 ,60 ,FALSE,160 ,78 ,0 
1150,テイエムサンデー,FALSE,3,0 ,1 ,6 ,1 ,1 ,サンデーサイレンス,サーストンフラッグ,1 ,3 ,0 ,110 ,0 ,0 ,1882460518 ,-1 ,-1 ,23 ,99 ,28 ,3 ,53 ,28 ,48 ,51 ,FALSE,154 ,76 ,0 
1151,テイエムジャンボ,FALSE,1,0 ,1 ,7 ,1 ,3 ,クリスタルグリッターズ,ブラウンデージ,1 ,3 ,0 ,90 ,0 ,3 ,1882460518 ,-1 ,-1 ,38 ,65 ,54 ,1 ,49 ,41 ,72 ,82 ,FALSE,123 ,123 ,0 
1152,テイエムチュラサン,FALSE,1,0 ,1 ,6 ,1 ,1 ,タイキシャトル,フルフリングス,2 ,3 ,0 ,90 ,0 ,5 ,1882460518 ,-1 ,-1 ,17 ,95 ,34 ,2 ,39 ,36 ,50 ,51 ,FALSE,154 ,75 ,0 
1153,テイエムトッキュー,FALSE,1,0 ,1 ,6 ,1 ,2 ,タマモクロス,ソシアルメーカー,1 ,4 ,0 ,99 ,0 ,2 ,1882460518 ,-1 ,-1 ,33 ,63 ,27 ,2 ,62 ,58 ,98 ,68 ,FALSE,144 ,99 ,0 
1154,テイエムトップダン,FALSE,1,0 ,1 ,6 ,1 ,3 ,ダンシングブレーヴ,ビューティディクティタス,1 ,3 ,0 ,113 ,0 ,3 ,1882460518 ,-1 ,-1 ,37 ,63 ,32 ,1 ,42 ,29 ,63 ,44 ,FALSE,120 ,130 ,0 
1155,テイエムハリケーン,FALSE,1,0 ,1 ,6 ,1 ,2 ,ワッスルタッチ,トミハヤテエース,1 ,3 ,0 ,97 ,0 ,3 ,1882460518 ,-1 ,-1 ,20 ,58 ,37 ,2 ,62 ,74 ,47 ,55 ,FALSE,137 ,102 ,0 
1156,テイエムプリキュア,FALSE,3,0 ,1 ,8 ,1 ,3 ,パラダイスクリーク,フェリアード,2 ,4 ,0 ,115 ,0 ,4 ,1882460518 ,-1 ,-1 ,43 ,65 ,72 ,3 ,28 ,45 ,65 ,28 ,FALSE,158 ,94 ,0 
1157,テイエムメガトン,FALSE,3,0 ,1 ,8 ,2 ,3 ,スキャン,ベップイチバン,1 ,3 ,0 ,92 ,0 ,3 ,1882460518 ,-1 ,-1 ,79 ,65 ,59 ,3 ,70 ,73 ,40 ,34 ,FALSE,132 ,140 ,0 
1158,テイエムリズム,FALSE,1,0 ,1 ,6 ,1 ,1 ,プルラリズム,ホッカイセーラン,2 ,4 ,0 ,33 ,0 ,4 ,1882460518 ,-1 ,-1 ,38 ,61 ,44 ,3 ,34 ,27 ,91 ,49 ,FALSE,151 ,70 ,0 
1159,テイクオーバーターゲット,FALSE,8,3 ,80 ,8 ,1 ,1 ,ケルティックスウィング,Shady Stream,0 ,1 ,0 ,109 ,0 ,3 ,1879096068 ,-1 ,-1 ,40 ,34 ,83 ,3 ,82 ,58 ,40 ,49 ,FALSE,198 ,82 ,0 
1160,ディクターガール,FALSE,3,0 ,1 ,7 ,1 ,1 ,ディクタス,ミネルバダンサー,2 ,2 ,0 ,103 ,0 ,5 ,1879048227 ,-1 ,-1 ,42 ,90 ,44 ,1 ,56 ,30 ,78 ,74 ,FALSE,152 ,85 ,0 
1161,ディクタット,FALSE,9,3 ,10 ,8 ,1 ,2 ,ウォーニング,アルヴォラ,1 ,3 ,0 ,65 ,0 ,4 ,1879048226 ,-1 ,-1 ,64 ,39 ,80 ,3 ,78 ,64 ,74 ,84 ,FALSE,193 ,118 ,0 
1162,ディグフォーイット,FALSE,5,3 ,20 ,8 ,2 ,3 ,ディガミスト,Switch Point,1 ,1 ,0 ,79 ,0 ,4 ,0 ,-1 ,-1 ,55 ,81 ,42 ,3 ,55 ,65 ,63 ,60 ,FALSE,132 ,165 ,0 
1163,ティコティコタック,FALSE,3,0 ,1 ,8 ,1 ,3 ,サッカーボーイ,ワンアイドバンブー,2 ,2 ,0 ,95 ,0 ,5 ,1880097547 ,-1 ,-1 ,25 ,64 ,69 ,3 ,69 ,27 ,73 ,31 ,FALSE,140 ,127 ,0 
1164,デイジュール,FALSE,10,3 ,10 ,8 ,1 ,1 ,ダンジグ,Gold Beauty,1 ,1 ,1 ,65 ,0 ,4 ,1879113762 ,-1 ,-1 ,100 ,58 ,98 ,3 ,96 ,56 ,93 ,96 ,TRUE,225 ,90 ,10 
1165,ティズウェイ,FALSE,7,3 ,20 ,8 ,2 ,3 ,ティズナウ,Bethany,1 ,2 ,0 ,56 ,0 ,4 ,1879179332 ,-1 ,-1 ,79 ,88 ,41 ,3 ,39 ,68 ,79 ,64 ,FALSE,156 ,133 ,0 
1166,ディスコホール,FALSE,3,0 ,1 ,7 ,1 ,1 ,ノーザンテースト,ダンスカントリー,2 ,1 ,0 ,42 ,0 ,5 ,1881257011 ,-1 ,-1 ,27 ,86 ,48 ,2 ,80 ,42 ,91 ,44 ,FALSE,151 ,87 ,0 
1167,ディスタービングザピース,FALSE,4,3 ,20 ,7 ,3 ,1 ,ボールドバジェット,Regal Riot,0 ,3 ,0 ,67 ,0 ,3 ,1890863163 ,-1 ,-1 ,74 ,56 ,45 ,3 ,54 ,40 ,65 ,53 ,FALSE,180 ,88 ,0 
1168,ディスピュート,FALSE,4,3 ,20 ,8 ,3 ,3 ,ダンジグ,Resolver,2 ,1 ,0 ,72 ,0 ,3 ,1880169216 ,-1 ,-1 ,84 ,43 ,78 ,3 ,56 ,62 ,76 ,72 ,FALSE,150 ,140 ,20 
1169,ティファニーラス,FALSE,5,3 ,20 ,8 ,2 ,3 ,ボールドフォーブス,Sally Stark,2 ,2 ,0 ,65 ,0 ,4 ,1883373568 ,-1 ,-1 ,82 ,83 ,69 ,3 ,49 ,38 ,65 ,72 ,FALSE,143 ,139 ,20 
1170,ティモス,FALSE,2,3 ,10 ,7 ,1 ,4 ,ショロコフ,Triclaria,1 ,3 ,0 ,64 ,0 ,5 ,1879048260 ,-1 ,-1 ,69 ,34 ,56 ,3 ,43 ,55 ,74 ,49 ,FALSE,147 ,145 ,0 
1171,デイラミ,FALSE,9,3 ,10 ,8 ,1 ,4 ,ドユーン,Daltawa,1 ,3 ,0 ,74 ,0 ,2 ,1880109090 ,-1 ,-1 ,90 ,40 ,92 ,3 ,89 ,54 ,84 ,80 ,TRUE,188 ,163 ,10 
1172,ティンカップチャリス,FALSE,3,3 ,20 ,7 ,2 ,3 ,クルーセイダーソード,Twice Forbidden,0 ,1 ,0 ,43 ,0 ,3 ,1879179332 ,-1 ,-1 ,34 ,56 ,23 ,3 ,65 ,73 ,67 ,51 ,FALSE,132 ,153 ,0 
1173,デインドリーム,FALSE,8,3 ,10 ,8 ,1 ,4 ,ロミタス,Danedrop,2 ,3 ,0 ,42 ,0 ,3 ,1883551795 ,-1 ,-1 ,82 ,43 ,84 ,3 ,99 ,51 ,88 ,91 ,FALSE,177 ,172 ,0 
1174,ティンバーカントリー,FALSE,7,3 ,20 ,8 ,2 ,4 ,ウッドマン,Fall Aspen,1 ,1 ,0 ,65 ,0 ,5 ,1879179724 ,-1 ,-1 ,83 ,58 ,75 ,3 ,68 ,53 ,82 ,83 ,FALSE,123 ,185 ,20 
1175,ティンボロア,FALSE,4,3 ,20 ,8 ,3 ,4 ,サルス,Kisumu,1 ,4 ,0 ,51 ,0 ,3 ,1879048228 ,-1 ,-1 ,79 ,44 ,71 ,3 ,80 ,61 ,78 ,68 ,FALSE,154 ,179 ,0 
1176,デーンウイン,FALSE,4,3 ,80 ,8 ,1 ,4 ,デインヒル,Cotehele House,1 ,2 ,0 ,55 ,0 ,3 ,1880179009 ,-1 ,-1 ,54 ,81 ,46 ,3 ,55 ,58 ,64 ,63 ,FALSE,140 ,155 ,0 
1177,デグラーティア,FALSE,1,0 ,1 ,6 ,1 ,1 ,フジキセキ,デフィニット,2 ,2 ,0 ,42 ,0 ,4 ,1882474683 ,-1 ,-1 ,39 ,94 ,31 ,1 ,30 ,41 ,97 ,73 ,FALSE,150 ,75 ,0 
1178,デザートストーマー,FALSE,6,3 ,20 ,8 ,3 ,1 ,ストームキャット,Breezy Stories,2 ,2 ,0 ,74 ,0 ,3 ,1879064832 ,-1 ,2 ,73 ,91 ,45 ,3 ,8 ,82 ,91 ,69 ,FALSE,181 ,81 ,20 
1179,テスコガビー,FALSE,11,0 ,1 ,9 ,1 ,3 ,テスコボーイ,キタノリュウ,2 ,1 ,1 ,38 ,0 ,6 ,1890606387 ,4 ,-1 ,45 ,72 ,95 ,3 ,99 ,54 ,90 ,90 ,FALSE,190 ,140 ,0 
1180,テスタマッタ,FALSE,3,2 ,1 ,8 ,2 ,2 ,タピット,Difficult,1 ,3 ,0 ,118 ,0 ,3 ,1880241220 ,-1 ,-1 ,86 ,87 ,37 ,3 ,63 ,30 ,77 ,37 ,FALSE,160 ,110 ,0 
1181,テセウスフリーゼ,FALSE,2,0 ,1 ,6 ,2 ,2 ,ジェイドロバリー,ユウヅルヒメ,1 ,3 ,0 ,109 ,0 ,3 ,1886453831 ,-1 ,-1 ,72 ,67 ,39 ,1 ,32 ,30 ,46 ,62 ,FALSE,126 ,116 ,0 
1182,テネシーガール,FALSE,1,2 ,1 ,6 ,1 ,1 ,パインブラフ,Java Magic,2 ,3 ,0 ,92 ,0 ,5 ,1885385908 ,-1 ,-1 ,31 ,81 ,25 ,2 ,46 ,60 ,88 ,37 ,FALSE,155 ,73 ,0 
1183,デノン,FALSE,5,3 ,20 ,8 ,3 ,4 ,プレザントコロニー,Aviance,1 ,3 ,0 ,68 ,0 ,3 ,1882275140 ,-1 ,-1 ,57 ,56 ,43 ,3 ,67 ,64 ,78 ,64 ,FALSE,148 ,160 ,0 
1184,デュークグランプリ,FALSE,1,0 ,1 ,7 ,2 ,3 ,スズカコバン,ソブリンテスコ,1 ,3 ,0 ,112 ,0 ,4 ,1890890752 ,-1 ,-1 ,80 ,62 ,44 ,3 ,98 ,44 ,89 ,54 ,FALSE,117 ,147 ,0 
1185,デュランダル,FALSE,9,0 ,1 ,8 ,1 ,2 ,サンデーサイレンス,サワヤカプリンセス,1 ,3 ,0 ,77 ,0 ,5 ,1889580099 ,-1 ,-1 ,48 ,91 ,78 ,3 ,96 ,58 ,65 ,85 ,FALSE,200 ,92 ,0 
1186,テリモン,FALSE,6,3 ,10 ,8 ,1 ,4 ,バスティノ,Nicholas Grey,1 ,2 ,0 ,75 ,0 ,2 ,1879054540 ,-1 ,-1 ,67 ,39 ,80 ,3 ,74 ,42 ,75 ,83 ,FALSE,149 ,185 ,0 
1187,デルタブルース,FALSE,6,0 ,1 ,8 ,1 ,5 ,ダンスインザダーク,ディクシースプラッシュ,1 ,1 ,0 ,110 ,0 ,3 ,1882474683 ,-1 ,-1 ,74 ,45 ,82 ,3 ,84 ,27 ,65 ,38 ,FALSE,133 ,170 ,0 
1188,テレグノシス,FALSE,7,0 ,1 ,8 ,1 ,2 ,トニービン,メイクアウイッシュ,1 ,3 ,0 ,84 ,0 ,3 ,1881257011 ,-1 ,-1 ,56 ,94 ,81 ,3 ,90 ,45 ,83 ,32 ,FALSE,181 ,92 ,0 
1189,テレプロンプター,FALSE,6,3 ,20,8 ,1 ,3 ,ウェルシュパジャント,Ouija,0 ,3 ,0 ,71 ,0 ,3 ,2 ,2 ,-1 ,45 ,59 ,68 ,3 ,12 ,40 ,81 ,72 ,FALSE,165 ,132 ,20
1190,テンザンセイザ,FALSE,1,5 ,2 ,7 ,3 ,3 ,トニービン,ケイシー,1 ,4 ,0 ,115 ,0 ,5 ,1879061297 ,-1 ,-1 ,61 ,41 ,56 ,2 ,21 ,30 ,93 ,72 ,FALSE,125 ,124 ,0 
1191,テンザンハゴロモ,FALSE,1,0 ,1 ,6 ,1 ,2 ,スルーザドラゴン,マツナミ,2 ,3 ,0 ,89 ,0 ,3 ,1885352753 ,-1 ,-1 ,39 ,64 ,27 ,3 ,28 ,36 ,69 ,69 ,FALSE,146 ,90 ,0 
1192,テンザンユタカ,FALSE,2,0 ,1 ,6 ,1 ,2 ,サクラユタカオー,ロックターキ,2 ,1 ,0 ,114 ,0 ,3 ,1885352753 ,-1 ,-1 ,34 ,73 ,33 ,3 ,58 ,30 ,65 ,66 ,FALSE,137 ,103 ,0 
1193,テンシノキセキ,FALSE,3,0 ,1 ,6 ,1 ,1 ,フジキセキ,ビーバップアルー,2 ,3 ,0 ,80 ,0 ,5 ,1879312145 ,-1 ,-1 ,39 ,83 ,37 ,2 ,35 ,40 ,52 ,72 ,FALSE,158 ,74 ,0 
1194,デンシャミチ,FALSE,3,0 ,1 ,7 ,1 ,1 ,サクラバクシンオー,バーンダンス,1 ,3 ,0 ,108 ,0 ,4 ,1883375873 ,-1 ,-1 ,40 ,84 ,44 ,3 ,37 ,33 ,89 ,62 ,FALSE,151 ,81 ,0 
1195,テンジンショウグン,FALSE,2,0 ,1 ,7 ,1 ,4 ,ノーアテンション,シュアンス,1 ,3 ,0 ,103 ,0 ,4 ,1882202691 ,-1 ,-1 ,34 ,46 ,57 ,2 ,57 ,26 ,95 ,74 ,FALSE,113 ,144 ,0 
1196,テンパイ,FALSE,2,0 ,1 ,6 ,2 ,1 ,ジェイドロバリー,セレーザ,1 ,3 ,0 ,103 ,0 ,4 ,1879060805 ,-1 ,-1 ,67 ,95 ,26 ,1 ,42 ,64 ,35 ,41 ,FALSE,146 ,83 ,0 
1197,テンポイント,FALSE,11,0 ,1 ,9 ,1 ,4 ,コントライト,ワカクモ,1 ,2 ,0 ,65 ,0 ,5 ,1880111366 ,-1 ,-1 ,45 ,77 ,89 ,3 ,99 ,49 ,83 ,94 ,FALSE,192 ,153 ,0 
1198,トウカイオーザ,FALSE,1,0 ,1 ,7 ,1 ,4 ,サンデーサイレンス,トウカイナチュラル,1 ,1 ,0 ,105 ,0 ,4 ,1879057760 ,-1 ,-1 ,30 ,77 ,53 ,1 ,32 ,73 ,99 ,70 ,FALSE,116 ,143 ,0 
